SNOMEDCTCodes,
161665007
175901007
175902000
70536003
265764009
302497006
71192002
265763003
180272001
180273006
180277007
182753006
216878005
216933008
251859005
108241001
161693006
433146000
711411006
711413009
265550007
284348003
175948009
428645009
711446003
428648006
238318009
238317004
430332005
449288005
46177005
90688005
17778006
276883000
699235009
423062001
213150003
236582008
236575009
236576005
236577001
236574008
236578006
277010001
236570004
236573002
33461007
236539007
180267005
175777002
175779004
175780001
46196009
175788008
271418008
216932003
269698004
225230008
225231007
233468004
233469007
233476002
233477006
233478001
233480007
233481006
233482004
233483009
233484003
233485002
233486001
233487005
233488000
233491000
233495009
233496005
233575001
233580005
236138007
236434000
236435004
236436003
19765000
236538004
87235005
236540009
236541008
88351001
236542001
32599008
236543006
236544000
236546003
236547007
236548002
236549005
236550005
236551009
236552002
236554001
236555000
236556004
236557008
236558003
236561002
236562009
236563004
236564005
236565006
236566007
236567003
429451003
236569000
236571000
236572007
236579003
236580000
236581001
236583003
236584009
236587002
236588007
236589004
236614007
238314006
238315007
238316008
238319001
238321006
238322004
238323009
27929005
265538001
266809003
276897008
276983001
276998004
277011002
278691000
82801007
282348002
288182009
105502003
313030004
427992007
426340003
427053002
438546008
438548009
116223007
410511000000103
426351000000102
398471000000102
426361000000104
324501000000107
324541000000105
846461000000102
846671000000106
846761000000109
846801000000104
846731000000104
865841000000102
853631000000103
866001000000102
853651000000105
866041000000104
866061000000103
865761000000105
865781000000101
867011000000102
865801000000100
867051000000103
709044004
847881000000107
843691000000100
844661000000109
854161000000102
88797001
854131000000107
847791000000101
847811000000100
852981000000100
853021000000108
864271000000105
864311000000105
865861000000101
865981000000103
866021000000106
866081000000107
866951000000102
866991000000105
867031000000105
872461000000102
872481000000106
676002
3257008
7270003
7459007
9345005
10123006
10848006
12963004
26944003
27366005
27392003
31619003
33603003
34163007
34897002
36965003
42399005
43629001
48994000
49220004
49708008
50182002
57274006
58623005
58797008
59596005
61740001
62675008
63421002
65393008
65579002
66225003
66402002
67970008
68341005
68648006
69380006
70948008
71330003
71909003
73257006
74930008
75473000
78165004
79827002
84893002
85223007
138929003
138957005
145370008
149585005
149586006
149588007
151045003
151048001
151049009
151051008
151055004
151056003
152210002
175899003
175903005
175904004
175910004
180266001
180268000
180269008
180270009
180271008
180274000
180275004
180276003
180278002
180279005
183985008
190647009
197655004
197747000
197755007
198519003
216904007
216977001
216978006
217024004
217058007
223166002
224967001
225228006
225229003
225281003
225282005
225283000
225892009
233471007
233479009
233489008
233490004
233492007
233493002
233494008
233547003
233766001
234202005
234203000
234205007
234206008
234207004
234208009
236433006
236497009
236537009
236553007
236568008
236713006
237904006
241103007
241104001
241249008
241250008
241251007
241484009
241951000
243777005
243778000
243779008
251860000
251866006
251867002
251869004
251929001
258454002
258571003
258622003
258631003
260701001
260774005
260776007
261553003
261818002
263529000
263636009
265536002
266553002
266616000
267602002
268854008
269301005
271362003
274542006
274543001
274544007
274545008
274546009
274550002
274552005
274553000
274554006
274555007
274556008
274557004
274558009
274559001
274560006
274564002
274565001
274566000
274567009
274568004
274569007
274570008
274577006
274578001
274579009
274580007
274581006
274582004
274583009
274584003
274585002
274586001
274587005
274588000
274589008
274590004
274591000
274592007
274593002
274594008
274595009
274596005
274597001
274598006
274599003
274600000
274601001
274602008
274620004
274628006
274629003
274630008
274631007
274632000
274633005
274634004
274635003
274636002
275408006
277001009
277516000
278533005
278904002
280968009
280969001
280970000
280971001
280972008
280973003
280974009
280975005
280976006
280977002
280978007
280979004
280980001
280981002
281112005
281854005
282828000
285278004
285279007
285280005
285281009
285282002
285283007
287280009
288004005
288006007
292760002
292761003
292762005
292763000
294299005
294300002
294301003
294302005
298015003
300478000
301814009
302946006
303517000
307309005
309432002
309819001
11932001
310435001
310489004
310490008
310647000
312213004
312317000
316054003
316089001
316306003
316307007
316308002
316309005
316310000
316778003
326370009
326374000
326387006
326401005
326414006
328186004
328913002
346665001
349356001
349357005
358227002
358231008
358232001
358240007
358241006
358242004
358243009
358244003
358245002
358246001
358247005
358248000
358249008
358250008
358251007
358252000
358253005
358254004
358259009
358263002
358264008
358265009
358266005
358267001
358355001
358356000
358357009
358358004
360132007
360133002
360164000
15859004
23137002
363287001
28812006
364668008
364671000
364672007
365399009
367361003
46785007
51292008
52127004
75528009
77095007
88197009
155856009
155857000
156092003
168140004
172493001
175778007
175781002
175782009
175785006
180000003
105462002
191269003
191270002
194774006
194779001
194780003
194781004
197654000
197656003
197671004
198524000
213047004
213116007
213147001
216877000
223155009
232003005
234046009
113127005
115499008
115500004
116178008
116179000
119360007
122586001
14684005
22800003
35792007
39482009
52213001
54817007
55655006
385238005
385239002
385240000
385241001
385285004
385970002
385971003
385972005
385973000
387191005
397849009
402458002
402762007
403732009
403733004
404813001
405044002
405331002
405419000
406168002
408667000
412136002
412859006
412861002
412863004
412865006
412897006
413022004
413023009
410556000
414417004
417038009
223303003
223178003
418377002
420051002
418518002
420106004
419139005
419224002
419300007
278905001
421503006
421032001
251877000
425369003
424211001
428830000
429075005
428937001
428982002
428575007
428118009
428629007
429496005
431028002
430333000
432509002
433693008
431781000
433688005
432018009
431873008
432952005
433631008
433635004
431607007
431988002
430958003
432654009
431543008
431252000
433810007
431440009
431544002
434435000
431418000
438804005
438604008
440512006
439534001
440449002
438661003
438342006
438783006
440551001
438787007
439843001
440926006
439073006
440084005
440228000
438341004
440597004
439976001
439360004
440310004
440663004
439516000
439278006
440520008
439884003
441777003
442723000
442238003
442326005
443143006
443596009
443578000
444224006
443993009
443994003
444499006
444423002
443978005
443979002
444450007
443946002
444623009
444831002
444946008
445529007
445516007
445384000
444959000
444887005
445069004
446402005
445867003
445940005
447355008
446048008
448535008
447693007
449394000
448423006
1721000119108
450866001
450865002
450864003
1801000119106
153851000119106
285841000119104
286371000119107
462826005
462191006
463046008
463162004
462364001
463165002
462311000
463147001
462231004
462501006
463137004
462433004
462254008
462888009
462692000
462736008
467365006
462688007
462771008
462729007
468136005
462713004
463031001
462379008
462976008
467445003
462802008
463140004
462821000
462250004
467838005
462351002
463035005
462233001
463092006
462550000
462316005
462341003
462892002
462693005
462512006
462912002
463128004
463078000
462251000
463139001
467556000
467745002
462337002
462465001
463041003
463020009
462617005
462275000
463152006
462454006
462795005
462933006
463120006
462823002
473034005
473190001
473069007
473147002
473193004
473195006
473398003
473397008
711000119100
129161000119100
96711000119105
698074000
698306007
698591006
698810000
698937002
153891000119101
96701000119107
15781000119107
697971008
701063000
701068009
701083004
701091008
701122009
701131009
701137008
701665006
701666007
702141009
702176006
702634004
702635003
703048006
703094009
703102004
704308002
704376002
704377006
140101000119109
90761000119106
704667004
127991000119101
90791000119104
128001000119105
90771000119100
704815000
705489004
705490008
705495003
591000124104
601000124107
341000124104
571000124100
621000124102
611000124105
581000124102
707090004
651000124106
551000124105
707148007
707324008
331000124109
441000124107
481000124101
461000124106
411000124108
451000124109
471000124104
431000124102
561000124107
401000124105
707720002
707721003
707722005
707723000
708008000
708009008
708011004
708012006
708931003
709022009
11000771000119104
708932005
708933000
709026007
708934006
709025006
708930002
381000124105
11009631000119100
285011000119108
133031000119106
12245491000119103
709862009
710071003
710162005
11000731000119102
125141000119102
14030001000004108
711418000
712472005
712487000
712754003
361000124100
631000124104
641000124109
713183000
111411000119103
713696000
713720009
713721008
713724000
713727007
713781005
713825007
713824006
714152005
714153000
713780006
715272002
716148007
717053007
718079000
717738008
