SNOMEDCTCodes,
718019005
718031007
718030008
718308002
718330001
718331002
32751000119100
691411000119101
6471000179103
718977000
16218721000119107
6501000179109
719352000
719501003
720350002
721714001
721840000
723657005
723702004
723703009
724612006
726446003
731627000
152421000119107
733699001
733700000
733701001
733706006
733707002
733708007
735419009
736190007
432621000124105
736375002
736690008
736795005
736918003
736919006
736920000
736922008
736984007
736987000
737295003
16464851000119104
761865002
761866001
761867005
764643003
765478004
765479007
766790006
773611006
776416004
781084007
782655004
783092005
783187005
16320631000119104
789741000
431051000124102
443091000124105
443101000124104
446161000124106
